np_id,np_smi,chem_id,chem_smi,standard,pvalue,Assay_ChEMBL_ID,Confidence_Score,Assay_Type,target_id,target_name,target_organism
LTS0252766,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,CHEMBL102326,COC(=O)C1C(OC(=O)c2ccc(F)cc2)CC2CCC1N2C,IC50,6.83,CHEMBL671636,9,B,CHEMBL338,Dopamine transporter,Rattus norvegicus
LTS0268543,O=c1cc(-c2ccccc2)oc2cccc(O)c12,CHEMBL274471,O=c1cc(-c2ccc(Cl)cc2)oc2cccc(O)c12,IC50,6.34,CHEMBL2390352,9,B,CHEMBL1871,Androgen Receptor,Homo sapiens
LTS0268543,O=c1cc(-c2ccccc2)oc2cccc(O)c12,CHEMBL274471,O=c1cc(-c2ccc(Cl)cc2)oc2cccc(O)c12,IC50,6.34,CHEMBL2390352,9,B,CHEMBL1871,Androgen Receptor,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5179721,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1c(F)c(O)c(O)c(O)c1F,IC50,7.55,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5183972,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(F)c1,IC50,6.84,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0268543,O=c1cc(-c2ccccc2)oc2cccc(O)c12,CHEMBL2386393,O=c1cc(-c2ccc(F)cc2)oc2cccc(O)c12,IC50,6.48,CHEMBL2390352,9,B,CHEMBL1871,Androgen Receptor,Homo sapiens
LTS0268543,O=c1cc(-c2ccccc2)oc2cccc(O)c12,CHEMBL2386393,O=c1cc(-c2ccc(F)cc2)oc2cccc(O)c12,IC50,6.48,CHEMBL2390352,9,B,CHEMBL1871,Androgen Receptor,Homo sapiens
LTS0102566,CCCCCCCCCCCCCC(=O)O,CHEMBL118417,CCCCCCCCCCCCCCC(Br)C(=O)O,IC50,5.7,CHEMBL5131022,9,B,CHEMBL5169204,Palmitoyltransferase ZDHHC2,Homo sapiens
LTS0102566,CCCCCCCCCCCCCC(=O)O,CHEMBL118417,CCCCCCCCCCCCCCC(Br)C(=O)O,IC50,5.26,CHEMBL5131019,9,B,CHEMBL5169156,Palmitoyltransferase ZDHHC20,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5187181,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1F)c1cc(O)c(O)c(O)c1F,IC50,7.27,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5185250,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)cc1F,IC50,6.97,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5208564,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1F)c1cc(O)c(O)c(O)c1,IC50,6.82,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5207075,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1F)c1cc(O)c(O)c(O)c1F,IC50,6.94,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5183602,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1F,IC50,7.13,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5180939,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1F)c1cc(O)c(O)c(O)c1,IC50,7.22,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0071606,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5173320,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1F,IC50,7.46,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0210648,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,CHEMBL4442055,O=c1c(O)c(-c2ccccc2Br)oc2cc(O)cc(O)c12,IC50,6.55,CHEMBL4377093,9,B,CHEMBL1250411,Short transient receptor potential channel 5,Homo sapiens
LTS0266048,CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O1,CHEMBL1834285,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](C(F)(F)F)OC2=O)O1,IC50,6.51,CHEMBL2329448,9,B,CHEMBL4497,NADH-ubiquinone oxidoreductase chain 1,Bos taurus
LTS0252766,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,CHEMBL70115,COC(=O)C1C2CCC(C[C@@H]1OC(=O)c1ccccc1I)N2C,IC50,6.46,CHEMBL660856,9,B,CHEMBL338,Dopamine transporter,Rattus norvegicus
LTS0266048,CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O1,CHEMBL2323449,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@@H](C(F)(F)F)OC2=O)O1,IC50,6.24,CHEMBL2329448,9,B,CHEMBL4497,NADH-ubiquinone oxidoreductase chain 1,Bos taurus
LTS0266048,CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O1,CHEMBL1834284,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](C(F)F)OC2=O)O1,IC50,7.51,CHEMBL2329448,9,B,CHEMBL4497,NADH-ubiquinone oxidoreductase chain 1,Bos taurus
LTS0266048,CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O1,CHEMBL1834283,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCCCCCCCCCCC2=C[C@H](CF)OC2=O)O1,IC50,8.54,CHEMBL2329448,9,B,CHEMBL4497,NADH-ubiquinone oxidoreductase chain 1,Bos taurus
LTS0176826,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C\c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(C)=O,CHEMBL3775788,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)CBr,Ki,6.51,CHEMBL3776167,9,B,CHEMBL4302,P-glycoprotein 1,Homo sapiens
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL403032,COc1cc2c(cc1OC)-c1c(OC)c(OC)c(Br)c3c1[C@H](C2)N(C)CC3,Ki,6.28,CHEMBL944160,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL403032,COc1cc2c(cc1OC)-c1c(OC)c(OC)c(Br)c3c1[C@H](C2)N(C)CC3,Ki,5.62,CHEMBL944161,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0176105,O=C(O)c1cccc(O)c1,CHEMBL2146910,O=C(O)c1cc(O)cc(Cl)c1,EC50,4.77,CHEMBL2150706,9,F,CHEMBL2146351,G-protein coupled receptor 81,Macaca mulatta
LTS0176105,O=C(O)c1cccc(O)c1,CHEMBL2146910,O=C(O)c1cc(O)cc(Cl)c1,EC50,4.8,CHEMBL2150703,9,F,CHEMBL1075101,G-protein coupled receptor 81,Homo sapiens
LTS0176105,O=C(O)c1cccc(O)c1,CHEMBL2146910,O=C(O)c1cc(O)cc(Cl)c1,EC50,4.66,CHEMBL2150709,9,F,CHEMBL2146354,Hydroxycarboxylic acid receptor 1,Mus musculus
LTS0176105,O=C(O)c1cccc(O)c1,CHEMBL2146910,O=C(O)c1cc(O)cc(Cl)c1,EC50,5.16,CHEMBL2150708,9,F,CHEMBL2146353,Protein Gpr81,Rattus norvegicus
LTS0176105,O=C(O)c1cccc(O)c1,CHEMBL2146910,O=C(O)c1cc(O)cc(Cl)c1,EC50,4.17,CHEMBL2150707,9,F,CHEMBL2146352,G-protein coupled receptor 81,Canis familiaris
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,7.79,CHEMBL4430453,9,B,CHEMBL3589,Adenosine kinase,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,4.74,CHEMBL2350637,9,B,CHEMBL1795117,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,7.58,CHEMBL4428688,9,B,CHEMBL3589,Adenosine kinase,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,7.58,CHEMBL4430455,9,B,CHEMBL3589,Adenosine kinase,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,5.92,CHEMBL3755278,9,B,CHEMBL4040,MAP kinase ERK2,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,4.75,CHEMBL3090823,9,B,CHEMBL1795117,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,5.92,CHEMBL4394894,9,B,CHEMBL4523271,Adenosine kinase,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,6.68,CHEMBL4394896,9,B,CHEMBL4523106,Adenosine kinase,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,6.09,CHEMBL4428693,9,B,CHEMBL3589,Adenosine kinase,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,7.52,CHEMBL4394895,9,A,CHEMBL3589,Adenosine kinase,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,5.16,CHEMBL4479551,9,B,CHEMBL1795117,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,7.77,CHEMBL4430454,9,B,CHEMBL2384,Adenosine kinase,Rattus norvegicus
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,7.15,CHEMBL4604958,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
LTS0265017,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Ki,8.03,CHEMBL4430456,9,B,CHEMBL2384,Adenosine kinase,Rattus norvegicus
LTS0182943,CC(C)(c1ccccc1)c1ccc(O)cc1,CHEMBL184450,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,IC50,5.4,CHEMBL831078,9,B,CHEMBL2903,Arachidonate 15-lipoxygenase,Homo sapiens
LTS0182943,CC(C)(c1ccccc1)c1ccc(O)cc1,CHEMBL184450,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,IC50,5.0,CHEMBL833559,9,B,CHEMBL3687,Arachidonate 12-lipoxygenase,Homo sapiens
LTS0182943,CC(C)(c1ccccc1)c1ccc(O)cc1,CHEMBL184450,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,IC50,6.3,CHEMBL4404236,9,B,CHEMBL4693,Sarcoplasmic/endoplasmic reticulum calcium ATP-ase,Oryctolagus cuniculus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL388564,COc1cc2c(c(Br)c1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,6.92,CHEMBL978745,9,B,CHEMBL315,Alpha-1b adrenergic receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL388564,COc1cc2c(c(Br)c1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,8.87,CHEMBL978744,9,B,CHEMBL319,Alpha-1a adrenergic receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL388564,COc1cc2c(c(Br)c1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,IC50,6.69,CHEMBL975083,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL388564,COc1cc2c(c(Br)c1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,IC50,5.72,CHEMBL978742,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL388564,COc1cc2c(c(Br)c1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,4.02,CHEMBL905460,9,B,CHEMBL2492,Neuronal acetylcholine receptor protein alpha-7 subunit,Homo sapiens
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL1497070,Br.COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,IC50,5.12,CHEMBL1738495,9,F,CHEMBL1741213,Sentrin-specific protease 7,Homo sapiens
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL1497070,Br.COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,IC50,5.66,CHEMBL1738502,9,F,CHEMBL1741215,Sentrin-specific protease 6,Homo sapiens
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL1497070,Br.COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,IC50,5.29,CHEMBL1738578,9,F,CHEMBL1741207,Sentrin-specific protease 8,Homo sapiens
LTS0176024,CC(C)=CCOc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O,CHEMBL5082961,CC(C)=CCOc1cc(O)c2c(c1)OC(c1ccc(Br)cc1)CC2=O,IC50,5.22,CHEMBL5031443,9,B,CHEMBL5763,Cholinesterase,Equus caballus
LTS0176024,CC(C)=CCOc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O,CHEMBL5082961,CC(C)=CCOc1cc(O)c2c(c1)OC(c1ccc(Br)cc1)CC2=O,IC50,6.96,CHEMBL5031442,9,B,CHEMBL4078,Acetylcholinesterase,Electrophorus electricus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,6.13,CHEMBL944161,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,7.31,CHEMBL944160,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,IC50,4.0,CHEMBL905460,9,B,CHEMBL2492,Neuronal acetylcholine receptor protein alpha-7 subunit,Homo sapiens
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,8.93,CHEMBL978744,9,B,CHEMBL319,Alpha-1a adrenergic receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,6.87,CHEMBL978745,9,B,CHEMBL315,Alpha-1b adrenergic receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,Ki,4.08,CHEMBL905460,9,B,CHEMBL2492,Neuronal acetylcholine receptor protein alpha-7 subunit,Homo sapiens
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,IC50,7.18,CHEMBL975083,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL225853,COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CCN1C,IC50,5.98,CHEMBL978742,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4101219,Fc1cccc2[nH]cc(Cc3c[nH]c4cccc(F)c34)c12,EC50,5.82,CHEMBL4343782,9,B,CHEMBL3714079,G-protein coupled receptor 84,Homo sapiens
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4101219,Fc1cccc2[nH]cc(Cc3c[nH]c4cccc(F)c34)c12,EC50,5.19,CHEMBL4015238,9,F,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4101219,Fc1cccc2[nH]cc(Cc3c[nH]c4cccc(F)c34)c12,EC50,5.91,CHEMBL4015220,9,B,CHEMBL3714079,G-protein coupled receptor 84,Homo sapiens
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4101219,Fc1cccc2[nH]cc(Cc3c[nH]c4cccc(F)c34)c12,EC50,6.48,CHEMBL4015219,9,F,CHEMBL3714079,G-protein coupled receptor 84,Homo sapiens
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4075099,Fc1ccc2[nH]cc(Cc3c[nH]c4ccccc34)c2c1,EC50,6.56,CHEMBL4343782,9,B,CHEMBL3714079,G-protein coupled receptor 84,Homo sapiens
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4075099,Fc1ccc2[nH]cc(Cc3c[nH]c4ccccc34)c2c1,EC50,5.97,CHEMBL4015220,9,B,CHEMBL3714079,G-protein coupled receptor 84,Homo sapiens
LTS0186520,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL4075099,Fc1ccc2[nH]cc(Cc3c[nH]c4ccccc34)c2c1,EC50,6.58,CHEMBL4015219,9,F,CHEMBL3714079,G-protein coupled receptor 84,Homo sapiens
LTS0252967,CN(C)CCc1ccccc1,CHEMBL450561,CN(C)CCc1cccc(F)c1,EC50,5.37,CHEMBL989986,9,F,CHEMBL5857,Trace amine-associated receptor 1,Homo sapiens
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL401567,COc1cc2c(cc1OC)-c1c(OC)c(OC)c(I)c3c1[C@H](C2)N(C)CC3,Ki,5.35,CHEMBL944161,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0182842,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,CHEMBL401567,COc1cc2c(cc1OC)-c1c(OC)c(OC)c(I)c3c1[C@H](C2)N(C)CC3,Ki,5.68,CHEMBL944160,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0252967,CN(C)CCc1ccccc1,CHEMBL446560,CN(C)CCc1cccc(Br)c1,EC50,5.08,CHEMBL989986,9,F,CHEMBL5857,Trace amine-associated receptor 1,Homo sapiens
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL256075,COc1cc2c(cc1O)C[C@H]1c3c(c(I)c(O)c(OC)c3-2)CCN1C,IC50,7.02,CHEMBL978742,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL256075,COc1cc2c(cc1O)C[C@H]1c3c(c(I)c(O)c(OC)c3-2)CCN1C,Ki,7.17,CHEMBL944161,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL256075,COc1cc2c(cc1O)C[C@H]1c3c(c(I)c(O)c(OC)c3-2)CCN1C,Ki,8.7,CHEMBL944160,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL256075,COc1cc2c(cc1O)C[C@H]1c3c(c(I)c(O)c(OC)c3-2)CCN1C,IC50,8.52,CHEMBL975083,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL524439,COc1cc2c(cc1O)C[C@H]1c3c(c(Cl)c(O)c(OC)c3-2)CCN1C,Ki,8.65,CHEMBL978744,9,B,CHEMBL319,Alpha-1a adrenergic receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL524439,COc1cc2c(cc1O)C[C@H]1c3c(c(Cl)c(O)c(OC)c3-2)CCN1C,Ki,6.57,CHEMBL978745,9,B,CHEMBL315,Alpha-1b adrenergic receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL524439,COc1cc2c(cc1O)C[C@H]1c3c(c(Cl)c(O)c(OC)c3-2)CCN1C,IC50,6.14,CHEMBL978742,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
LTS0265466,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL524439,COc1cc2c(cc1O)C[C@H]1c3c(c(Cl)c(O)c(OC)c3-2)CCN1C,IC50,7.09,CHEMBL975083,9,B,CHEMBL265,Dopamine D1 receptor,Rattus norvegicus
